cuisine,location,headline,menu_url,file_path
American (New), Soho, NoMo Kitchen,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41375-NoMoKitchen-menu.pdf,menu_urls/nomo-kitchen.pdf
Italian, Upper East Side, Felice 64,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/39747-Felice64-menu.pdf,menu_urls/felice-64.pdf
Korean, Chelsea, Nangman BBQ,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/48339-NangmanBBQ-menu.pdf,menu_urls/nangman-bbq.pdf
Turkish, Flatiron District, Nar Restaurant,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/48600-NarRestaurant-menu.pdf,menu_urls/nar-restaurant.pdf
Greek, Hudson Yards, Kyma Hudson Yards,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46176-KymaHudsonYards-menu.pdf,menu_urls/kyma-hudson-yards.pdf
Spanish, Hudson Yards, Spanish Diner at Mercado Little Spain,,
American (New), Park Slope, Stone Park Cafe,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/28852-StoneParkCafe-menu.pdf,menu_urls/stone-park-cafe.pdf
Greek, Upper East Side, Anassa Taverna - Manhattan,,
Seafood, Chelsea, Cull & Pistol Oyster Bar,,
Spanish, Midtown East, Socarrat Paella Bar - Midtown East,,
Italian, Little Italy, Grotta Azzurra,,
French, Midtown West, La Grande Boucherie,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46075-LaGrandeBoucherie-menu.pdf,menu_urls/la-grande-boucherie.pdf
Mexican, Hells Kitchen, El Coco - Hell's Kitchen,,
Italian, Midtown West, Felice 56,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41391-Felice56-menu.pdf,menu_urls/felice-56.pdf
Japanese / Sushi, Flatiron District, The Gallery,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45551-Gallery-menu.pdf,menu_urls/the-gallery.pdf
American (Traditional), Murray Hill, Stout NYC Grand Central,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46500-StoutNYCGrandCentral-menu.pdf,menu_urls/stout-nyc-grand-central.pdf
Italian, East Village, Hearth,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/38974-Hearth-menu.pdf,menu_urls/hearth.pdf
Seafood, Midtown East, Ammos Estiatorio - Grand Central,,
Japanese / Sushi, Lower East Side, Rabbit House Omakase & Sake Bar,,
Seafood, Red Hook, Red Hook Lobster Pound,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44208-RedHookLobsterPound-menu.pdf,menu_urls/red-hook-lobster-pound.pdf
Steakhouse, Chelsea, Catch Steak New York,,
Mexican, Times Square/Theatre District, Dos Caminos Times Square,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/38992-DosCaminosTimesSquare-menu.pdf,menu_urls/dos-caminos-times-square.pdf
American (New), Kips Bay, Riverpark,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/36117-Riverpark-menu.pdf,menu_urls/riverpark.pdf
Italian, West Village, Alice,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/24275-Alice-menu.pdf,menu_urls/alice.pdf
Italian, Midtown West, Trattoria Dell'Arte,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/9736-TrattoriaDell%27Arte-menu.pdf,menu_urls/trattoria-dellarte.pdf
Italian, Flatiron District, Serra by Birreria,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/36098-SerrabyBirreria-menu.pdf,menu_urls/serra-by-birreria.pdf
Seafood, Meatpacking District, Catch NYC,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/36938-CatchNYC-menu.pdf,menu_urls/catch-nyc.pdf
American (New), Times Square/Theatre District, Broadway Lounge,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/7425-BroadwayLounge-menu.pdf,menu_urls/broadway-lounge.pdf
Italian, Upper East Side, Uva Next Door,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46450-UvaNextDoor-menu.pdf,menu_urls/uva-next-door.pdf
Italian, Times Square/Theatre District, La Masseria,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/25577-LaMasseria-menu.pdf,menu_urls/la-masseria.pdf
Thai, Greenpoint, Kru,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/48044-Kru-menu.pdf,menu_urls/kru.pdf
Steakhouse, Midtown East, Club A Steakhouse,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/35452-ClubASteakhouse-menu.pdf,menu_urls/club-a-steakhouse.pdf
Italian, Hells Kitchen, Masseria Dei Vini,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/38773-MasseriaDeiVini-menu.pdf,menu_urls/masseria-dei-vini.pdf
American (New), Upper East Side, David Burke Tavern,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/39746-DavidBurkeTavern-menu.pdf,menu_urls/david-burke-tavern.pdf
Mexican, Park Slope, Fonda - Park Slope,,
Italian, The Seaport, Frenchman's Dough at Tin Building by Jean-Georges,,
Delicatessen, Bayside, Ben's Kosher Restaurant & Delicatessen—Bayside,,
Steakhouse, Soho, Il Mulino Prime | Soho,,
American (New), Times Square/Theatre District, Burger & Lobster—Bryant Park,,
American (New), Murray Hill, The Flatiron Room - Murray Hill,,
Italian, Gramercy, Carlotto,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/48133-Carlotto-menu.pdf,menu_urls/carlotto.pdf
Middle Eastern, Harlem, Tsion Cafe,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41285-TsionCafe-menu.pdf,menu_urls/tsion-cafe.pdf
American (New), Greenwich Village, Society Cafe,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/37901-SocietyCafe-menu.pdf,menu_urls/society-cafe.pdf
American (New), Forest Hills, keuka-kafe-a-wine-bar,,
Italian, Williamsburg, Leuca,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/40160-Leuca-menu.pdf,menu_urls/leuca.pdf
American (Traditional), Gramercy, Pete's Tavern,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/38770-Pete%27sTavern-menu.pdf,menu_urls/petes-tavern.pdf
Chinese, Midtown East, Hutong,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41187-Hutong-menu.pdf,menu_urls/hutong.pdf
Gastropub, Herald Square, Rowland's Bar & Grill,,
Steakhouse, Greenwich Village, Strip House Downtown,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/18274-StripHouseDowntown-menu.pdf,menu_urls/strip-house-downtown.pdf
Seafood, Midtown West, Ocean Prime,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/38880-OceanPrime-menu.pdf,menu_urls/ocean-prime.pdf
Italian, Upper West Side, Lincoln Ristorante,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/36125-LincolnRistorante-menu.pdf,menu_urls/lincoln-ristorante.pdf
American (New), Times Square/Theatre District, The Terrace and Outdoor Gardens,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41663-TerraceandOutdoorGardens-menu.pdf,menu_urls/the-terrace-and-outdoor-gardens.pdf
American (Traditional), Upper West Side, Maison Pickle,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41039-MaisonPickle-menu.pdf,menu_urls/maison-pickle.pdf
Chinese, Upper East Side, Philippe by Philippe Chow,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/28305-PhilippebyPhilippeChow-menu.pdf,menu_urls/philippe-by-philippe-chow.pdf
Steakhouse, Midtown West, Nick + Stef's Steakhouse,,
Seafood, Midtown East, Docks Oyster Bar,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/31572-DocksOysterBar-menu.pdf,menu_urls/docks-oyster-bar.pdf
Italian, Flatiron District, La Pizza & La Pasta,,
Japanese / Sushi, Flatiron District, Ootoya - Chelsea,,
Mexican, Times Square/Theatre District, Pink Taco,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/47784-PinkTaco-menu.pdf,menu_urls/pink-taco.pdf
Seafood, Soho, Lure Fishbar,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/29985-LureFishbar-menu.pdf,menu_urls/lure-fishbar.pdf
Italian, Forest Hills, Tuscan Hills,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44240-TuscanHills-menu.pdf,menu_urls/tuscan-hills.pdf
Italian, East Village, Gnocco,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/35801-Gnocco-menu.pdf,menu_urls/gnocco.pdf
American (New), Boerum Hill, As You Are,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46671-AsYouAre-menu.pdf,menu_urls/as-you-are.pdf
American (New), Times Square/Theatre District, The Independent,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46076-Independent-menu.pdf,menu_urls/the-independent.pdf
Thai, Gramercy, Malii Gramercy,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46060-MaliiGramercy-menu.pdf,menu_urls/malii-gramercy.pdf
Mexican, Chelsea, El Coco - Chelsea,,
French, West Village, Boucherie West Village,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/43875-BoucherieWestVillage-menu.pdf,menu_urls/boucherie-west-village.pdf
Seafood, The Seaport, The Fulton,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41106-Fulton-menu.pdf,menu_urls/the-fulton.pdf
Greek, Flatiron District, Kyma,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/40563-Kyma-menu.pdf,menu_urls/kyma.pdf
Italian, Flatiron District, Bar Milano by Eataly,,
Italian, Upper East Side, Altesi Ristorante,,
Barbecue, Battery Park City, Blue Smoke,,
American (New), Lower Manhattan, Temple Court by Tom Colicchio,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/40069-TempleCourtbyTomColicchio-menu.pdf,menu_urls/temple-court-by-tom-colicchio.pdf
Steakhouse, Midtown East, Empire Steak House - Midtown East,,
Chinese, Long Island City, Hupo,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/48482-Hupo-menu.pdf,menu_urls/hupo.pdf
Italian, Upper West Side, Pappardella,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44776-Pappardella-menu.pdf,menu_urls/pappardella.pdf
Japanese / Sushi, Greenwich Village, Ootoya - Union Square,,
French, Upper West Side, Nice Matin,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/23936-NiceMatin-menu.pdf,menu_urls/nice-matin.pdf
Mediterranean, Upper West Side, Dagon,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46071-Dagon-menu.pdf,menu_urls/dagon.pdf
American (New), Greenpoint, Sereneco,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45838-Sereneco-menu.pdf,menu_urls/sereneco.pdf
American (New), Midtown West, The Bar Room at The Modern,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41033-BarRoomatTheModern-menu.pdf,menu_urls/the-bar-room-at-the-modern.pdf
American (New), The Seaport, Urban Cove Society & Kitchen,,
American (New), Midtown West, Michael's,,
Japanese / Sushi, Nolita, Momoya Soho,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46600-MomoyaSoho-menu.pdf,menu_urls/momoya-soho.pdf
Puerto Rican, Hamilton Heights, Sofrito on the Hudson,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/29925-SofritoontheHudson-menu.pdf,menu_urls/sofrito-on-the-hudson.pdf
Mediterranean, Upper East Side, Amali,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/33662-Amali-menu.pdf,menu_urls/amali.pdf
American (New), Soho, The Dutch,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/36694-Dutch-menu.pdf,menu_urls/the-dutch.pdf
American (New), Garment District, Versa,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/39631-Versa-menu.pdf,menu_urls/versa.pdf
Steakhouse, Astoria, Meet the Meat,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/40026-MeettheMeat-menu.pdf,menu_urls/meet-the-meat.pdf
Irish, Times Square/Theatre District, The Long Room,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46442-LongRoom-menu.pdf,menu_urls/the-long-room.pdf
Italian, Gramercy, Rosemary's East,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45430-Rosemary%27sEast-menu.pdf,menu_urls/rosemarys-east.pdf
Pan-Asian, Chelsea, Piggyback,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46078-Piggyback-menu.pdf,menu_urls/piggyback.pdf
Mexican, Rosebank, Maizal,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44355-Maizal-menu.pdf,menu_urls/maizal.pdf
Japanese / Sushi, The Seaport, Suteishi,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44557-Suteishi-menu.pdf,menu_urls/suteishi.pdf
Italian, Hells Kitchen, Nizza,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44381-Nizza-menu.pdf,menu_urls/nizza.pdf
Gastropub, The Seaport, The Tuck Room,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/40042-TuckRoom-menu.pdf,menu_urls/the-tuck-room.pdf
Italian, Upper East Side, Nino's,,
Italian, Midtown West, Chazz Palminteri Italian Restaurant,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/39371-ChazzPalminteriItalianRestaurant-menu.pdf,menu_urls/chazz-palminteri-italian-restaurant.pdf
Italian, Little Italy, Il Cortile,,
Steakhouse, The Seaport, Carne Mare,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45784-CarneMare-menu.pdf,menu_urls/carne-mare.pdf
American (New), Tribeca, Tribeca Grill,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/9740-TribecaGrill-menu.pdf,menu_urls/tribeca-grill.pdf
Italian, Hells Kitchen, Bocca Di Bacco—Theatre District,,
Latin American, Park Slope, Palo Santo,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45493-PaloSanto-menu.pdf,menu_urls/palo-santo.pdf
Italian, Tribeca, Gran Morsi,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/38779-GranMorsi-menu.pdf,menu_urls/gran-morsi.pdf
Thai, Bushwick, Tong,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/47939-Tong-menu.pdf,menu_urls/tong.pdf
American (New), Nomad, The Ivy Room,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/48192-IvyRoom-menu.pdf,menu_urls/the-ivy-room.pdf
Steakhouse, Midtown West, Del Frisco's Grille,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/36465-DelFrisco%27sGrille-menu.pdf,menu_urls/del-friscos-grille.pdf
Japanese / Sushi, Midtown West, Yama Ramen,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44306-YamaRamen-menu.pdf,menu_urls/yama-ramen.pdf
Greek, Tribeca, Thalassa,,
Burgers, Midtown East, Empire Burger House,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44670-EmpireBurgerHouse-menu.pdf,menu_urls/empire-burger-house.pdf
Korean, Soho, The Woo,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/40765-Woo-menu.pdf,menu_urls/the-woo.pdf
American (New), Harlem, Archer & Goat,,
American (Traditional), Battery Park City, Treadwell Park - Downtown,,
French, Greenwich Village, Claudette,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/39068-Claudette-menu.pdf,menu_urls/claudette.pdf
American (New), West Village, Hancock St,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45663-HancockSt-menu.pdf,menu_urls/hancock-st.pdf
American (New), Roosevelt Island, Anything At All,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46645-AnythingAtAll-menu.pdf,menu_urls/anything-at-all.pdf
Mediterranean, Midtown East, Fig & Olive—Midtown,,
American (New), Upper West Side, Prohibition,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/37261-Prohibition-menu.pdf,menu_urls/prohibition.pdf
French, Noho, Lafayette,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/37827-Lafayette-menu.pdf,menu_urls/lafayette.pdf
Brazilian, Midtown West, Churrascaria Plataforma Brazilian Steakhouse,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/38733-ChurrascariaPlataformaBrazilianSteakhouse-menu.pdf,menu_urls/churrascaria-plataforma-brazilian-steakhouse.pdf
American (Traditional), Park Slope, The Dram Shop Bar,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45821-DramShopBar-menu.pdf,menu_urls/the-dram-shop-bar.pdf
Italian, Chelsea, Ci Siamo,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46090-CiSiamo-menu.pdf,menu_urls/ci-siamo.pdf
Steakhouse, Times Square/Theatre District, Charlie Palmer Steak IV,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/39448-CharliePalmerSteakIV-menu.pdf,menu_urls/charlie-palmer-steak-iv.pdf
American (New), The Seaport, Malibu Farm,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44633-MalibuFarm-menu.pdf,menu_urls/malibu-farm.pdf
Asian Fusion, East Village, TLK by Tigerlily Kitchen,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44197-TLKbyTigerlilyKitchen-menu.pdf,menu_urls/tlk-by-tigerlily-kitchen.pdf
Mexican, Upper East Side, Maya,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/23489-Maya-menu.pdf,menu_urls/maya.pdf
Italian, Soho, San Carlo Osteria Piemonte,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/40258-SanCarloOsteriaPiemonte-menu.pdf,menu_urls/san-carlo-osteria-piemonte.pdf
Italian, Midtown East, Casa Lever,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/38745-CasaLever-menu.pdf,menu_urls/casa-lever.pdf
American (New), Upper West Side, The Ribbon—Upper West Side,,
Italian, Lower Manhattan, Vino &... - Eataly NYC Downtown,,
Greek, Midtown West, Iris,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46190-Iris-menu.pdf,menu_urls/iris.pdf
American (Traditional), Hells Kitchen, 5 Napkin Burger - Hell's Kitchen,,
Irish, Upper East Side, Doc Watson's,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/48552-DocWatson%27s-menu.pdf,menu_urls/doc-watsons.pdf
Italian, Long Island City, Maiella,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/39720-Maiella-menu.pdf,menu_urls/maiella.pdf
American (Traditional), Lower Manhattan, Mezze on the River,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41658-MezzeontheRiver-menu.pdf,menu_urls/mezze-on-the-river.pdf
American (New), Bay Ridge, Cebu Bar & Bistro,,
Italian, Upper East Side, Cacio e Pepe - Upper East Side,,
Italian, Soho, Altesi Downtown,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/30900-AltesiDowntown-menu.pdf,menu_urls/altesi-downtown.pdf
British, Flatiron District, The Clocktower,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/39469-Clocktower-menu.pdf,menu_urls/the-clocktower.pdf
Italian, Midtown West, Gabriel's Bar & Restaurant,,
Steakhouse, Midtown West, Empire Steak House - Midtown West,,
American (New), Upper East Side, Merchants Cigar Bar,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45581-MerchantsCigarBar-menu.pdf,menu_urls/merchants-cigar-bar.pdf
French, Upper East Side, Cafe D'Alsace,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/28617-CafeD%27Alsace-menu.pdf,menu_urls/cafe-dalsace.pdf
American (New), Midtown East, UN Plaza Grill,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44404-UNPlazaGrill-menu.pdf,menu_urls/un-plaza-grill.pdf
Italian, Upper West Side, Cibo e Vino,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41670-CiboeVino-menu.pdf,menu_urls/cibo-e-vino.pdf
American (New), Upper West Side, Nougatine at Jean-Georges,,
Korean, East Village, Soogil,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/41016-Soogil-menu.pdf,menu_urls/soogil.pdf
Italian, Battery Park City, Sant Ambroeus—Brookfield,,
American (Traditional), Lower Manhattan, Stout NYC Financial District,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46499-StoutNYCFinancialDistrict-menu.pdf,menu_urls/stout-nyc-financial-district.pdf
Italian, Flatiron District, Obicà Mozzarella Bar Pizza e Cucina,,
Mediterranean, Williamsburg, Fandi Mata,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46443-FandiMata-menu.pdf,menu_urls/fandi-mata.pdf
Barbecue, Prospect Heights, Morgan's Brooklyn Barbecue,,
Mediterranean, Hells Kitchen, Kashkaval Garden,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45640-KashkavalGarden-menu.pdf,menu_urls/kashkaval-garden.pdf
Gastropub, Herald Square, Féile,,
American (New), Gramercy, The Dining Room at Gramercy Tavern,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46438-DiningRoomatGramercyTavern-menu.pdf,menu_urls/the-dining-room-at-gramercy-tavern.pdf
Steakhouse, Lower Manhattan, Delmonico's,,
French, Upper West Side, French Roast,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/23932-FrenchRoast-menu.pdf,menu_urls/french-roast.pdf
Italian, Upper East Side, Il Mulino New York | Uptown,,
American (New), Lower Manhattan, Crown Shy,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46520-CrownShy-menu.pdf,menu_urls/crown-shy.pdf
Spanish, Hudson Yards, Leña at Mercado Little Spain,,
Steakhouse, Midtown West, Porter House Bar and Grill,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/28699-PorterHouseBarandGrill-menu.pdf,menu_urls/porter-house-bar-and-grill.pdf
American (New), Washington Heights, The Uptown Garrison,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45361-UptownGarrison-menu.pdf,menu_urls/the-uptown-garrison.pdf
Mediterranean, Union Square, Reyna,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/48008-Reyna-menu.pdf,menu_urls/reyna.pdf
Italian, West Village, Sotto 13,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/48711-Sotto13-menu.pdf,menu_urls/sotto-13.pdf
American (Traditional), Garment District, Stout NYC Bryant Park,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46501-StoutNYCBryantPark-menu.pdf,menu_urls/stout-nyc-bryant-park.pdf
Thai, Nomad, Kraam,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/49068-Kraam-menu.pdf,menu_urls/kraam.pdf
Italian, Times Square/Theatre District, AperiBar,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/47847-AperiBar-menu.pdf,menu_urls/aperibar.pdf
Seafood, Gramercy, Oceans,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44325-Oceans-menu.pdf,menu_urls/oceans.pdf
Italian, Harlem, Lido,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/36475-Lido-menu.pdf,menu_urls/lido.pdf
Continental, Midtown West, The Russian Tea Room,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/12083-RussianTeaRoom-menu.pdf,menu_urls/the-russian-tea-room.pdf
Italian, West Village, Morandi,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/40775-Morandi-menu.pdf,menu_urls/morandi.pdf
American (New), Upper West Side, Sarabeth's Upper West Side,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/38411-Sarabeth%27sUpperWestSide-menu.pdf,menu_urls/sarabeths-upper-west-side.pdf
Italian, Midtown East, La Gioconda,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/45508-LaGioconda-menu.pdf,menu_urls/la-gioconda.pdf
Spanish, Morris Park, Absolutto Cuisine & Bar,,
Mediterranean, Union Square, Pierre Loti Wine Bar,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/44985-PierreLotiWineBar-menu.pdf,menu_urls/pierre-loti-wine-bar.pdf
American (Traditional), Upper East Side, Treadwell Park - Upper East Side,,
Seafood, Times Square/Theatre District, Mermaid Oyster Bar - Times Square,,
American (Traditional), Herald Square, Stout NYC Penn Station,https://nyc-tourism-public.s3.amazonaws.com/srw24/menus/46498-StoutNYCPennStation-menu.pdf,menu_urls/stout-nyc-penn-station.pdf
Steakhouse, Times Square/Theatre District, Frankie & Johnnie's Steakhouse—46th Street,,
